SEED,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,YEAR
NA,Marist,MAAC,32,18,103,102,0.527,51.7,47.4,20.3,18.1,33.5,32.7,36,36.9,48.6,46.1,37.8,33.5,65.4,-7.6,NA,2008
NA,Appalachian St.,SC,30,18,103,102,0.524,54.5,47.8,22.3,18.6,31.2,33.7,36,31.1,52.5,45.2,38.5,35.1,67.3,-6.6,NA,2008
NA,Northern Arizona,BSky,30,21,103,102,0.522,54.6,50.1,22.5,20.3,30,27.8,46.7,37.9,52.7,46,39,37.8,68.1,-5.6,NA,2008
15,American,Pat,33,21,105,104,0.52,52.2,47.7,22.5,19.7,32.9,30,41.3,38.9,46.2,45,40.8,35,62.7,-5.8,R64,2008
NA,Santa Clara,WCC,29,15,98.1,97.5,0.518,54.1,48.2,26.2,20,29.9,28.9,37.2,33.4,52,44.7,38.8,36.6,61.7,-8.6,NA,2008
NA,UNC Wilmington,CAA,33,20,106,105,0.508,53.7,49.7,22.4,18,33.9,31.9,32.5,31.9,53.3,48.7,36.2,34.4,68.8,-6.6,NA,2008
NA,Milwaukee,Horz,29,14,98.8,98.8,0.502,44.8,50.5,18.4,19.4,32.1,28.5,35.6,36.5,44,49.8,30.8,34.8,69.4,-8.1,NA,2008
NA,UC Irvine,BW,33,18,102,102,0.499,51.7,53.4,19.2,22,26.6,28.1,34,37.5,50,52.3,36.5,36.8,64.7,-9.6,NA,2008
NA,Tulane,CUSA,31,17,99.7,99.8,0.495,48.9,46.9,22.5,20.4,31.4,35.9,43.5,37.8,48.8,45.1,32.7,33.5,65.5,-6.4,NA,2008
NA,Lamar,Slnd,26,19,106,106,0.494,52.5,53.9,20.3,25.7,32.6,34.6,36.6,38.7,50.1,52.8,37.8,37.7,71.3,-6.7,NA,2008
NA,Chattanooga,SC,29,18,99.3,99.7,0.486,51.6,50,25,20,35.2,28.8,46.7,29.4,53.1,48.2,32.9,34.6,73.9,-6.2,NA,2008
NA,George Washington,A10,26,9,99.4,99.9,0.486,47.2,49.5,22.8,20.1,35,34.4,31.1,38.2,46.1,48.6,32.8,33.8,65.5,-8.4,NA,2008
NA,College of Charleston,SC,33,16,103,104,0.485,52.7,49.8,20.3,17.7,31,32.8,27.3,26.6,52.1,48.6,35.6,34.9,67.9,-9.5,NA,2008
15,Austin Peay,OVC,35,24,102,102,0.482,51.7,54.2,18.3,24.3,30.2,32.7,44.3,32.7,48.4,53,38.2,37.4,67.2,-5.3,R64,2008
NA,Middle Tennessee,SB,31,17,102,103,0.476,51.6,51.7,22,20.5,29.9,31,41.4,46.4,50.5,51.3,36.1,34.9,64.1,-7.9,NA,2008
NA,Loyola MD,MAAC,33,19,105,105,0.474,50.3,48.3,21.2,18.2,35.9,34.4,39.1,43.6,47.1,47.1,36.8,33.7,67.7,-7.4,NA,2008
16,Mount St. Mary's,NEC,34,19,99,100,0.467,49.8,47.2,20.8,21.5,29.8,33.4,38.7,38,47.9,46.7,36.1,32.2,67.6,-9.5,R64,2008
NA,TCU,MWC,29,14,99,100,0.463,46.3,52.4,20.5,24.3,32.5,29.4,35,36.9,42.6,51.5,35.3,35.9,69,-7.9,NA,2008
NA,Holy Cross,Pat,29,15,99.3,100,0.46,48.6,48,25.8,22.6,41.3,33,40.5,42.8,48.6,43.6,32.4,36.8,61.3,-9.1,NA,2008
NA,Northwestern,B10,29,8,103,105,0.455,51.5,56.8,18.5,24.4,20.6,37.9,23.8,39.3,49,55.8,36.4,38.8,62.9,-1,NA,2008
NA,Rutgers,BE,31,11,94.8,96.4,0.45,44.8,47.7,22.5,18.8,31.9,34.4,34.7,27.4,43.4,44.6,31.8,37.1,66.6,-8.4,NA,2008
NA,Albany,AE,30,15,101,103,0.448,49,49.4,21.5,19,36.5,25.3,36.1,41,47.7,46.8,34.5,36,65.3,-10,NA,2008
NA,Morgan St.,MEAC,32,22,97,98.9,0.445,47.4,45.7,19.5,22,37.7,30.6,37.6,43.2,46.9,44.3,32.6,33.4,66.6,-5.8,NA,2008
NA,UNC Asheville,BSth,29,23,104,106,0.443,53.8,49.8,19.5,16.3,30.6,31.2,37.8,22.5,53.7,46,35.9,37.5,66.7,-3.9,NA,2008
NA,Eastern Michigan,MAC,31,14,103,105,0.439,50.3,50.8,23.1,21.3,34.7,34,40.4,40.6,47.3,49.1,35.9,36.1,64.3,-10,NA,2008
NA,Vermont,AE,31,16,99.3,101,0.434,50.9,47.3,21.4,20.8,33.5,31.3,37.3,41.5,49.9,44.2,35.5,36.3,70.4,-10,NA,2008
NA,Buffalo,MAC,29,10,99.2,101,0.434,45.7,50.1,22.4,22.4,37.6,33.9,30.7,49.6,44.7,49.9,32.2,33.8,73.2,-1,NA,2008
NA,Wyoming,MWC,28,12,99.6,102,0.431,49.3,48.5,24.4,17,29.6,30.7,45.1,35.9,50.3,47,31.6,34.2,70.5,-10,NA,2008
NA,Central Michigan,MAC,29,14,102,104,0.429,49.2,51.4,22.6,24.6,35,36,38.8,60.5,48.4,50.9,33.7,35.3,69.3,-9.5,NA,2008
NA,New Orleans,SB,30,19,102,105,0.425,49.5,51.7,17.5,21.7,29.4,32.6,36.8,40.3,48.4,49.6,34.8,37.2,69.8,-7.7,NA,2008
NA,Weber St.,BSky,28,16,97.8,100,0.42,51.7,50.2,24.2,20.8,29,27.6,44.9,38.3,49.5,46.8,37,37.2,65.5,-9.2,NA,2008
16,UT Arlington,Slnd,29,21,100,103,0.419,52.3,47.5,24,20.7,31.9,31,41.4,38.8,52.5,46.6,34.6,32.6,70.3,-7,R64,2008
NA,Little Rock,SB,29,19,94,96.8,0.418,47.6,46.5,24.7,23.2,35.5,29.1,48.9,45,45.7,47.6,34.6,29.6,66.2,-6.7,NA,2008
NA,Elon,SC,31,14,95.8,98.6,0.416,47.6,49.2,20.6,20.8,30,32.6,28.4,40.5,47.7,49.1,31.6,33.1,63.9,-11,NA,2008
NA,Fresno St.,WAC,31,13,96.5,99.4,0.414,48.4,49.1,17,19.5,23.4,29.3,29,30.3,46.6,48.2,34,34.1,68.9,-12,NA,2008
NA,East Tennessee St.,ASun,31,19,101,104,0.412,50.9,51.2,21.4,23.6,33.8,37.2,36.3,37.7,50,50.2,35.1,34.9,72.8,-7.3,NA,2008
NA,William & Mary,CAA,31,17,98.6,101,0.41,48.7,49,21.1,22.4,29.7,35.5,31,35.4,46.7,48.2,34.1,33.5,63.1,-9.4,NA,2008
NA,Gardner Webb,ASun,31,16,100,103,0.41,51,47.5,20.9,20.1,30.7,35,35.9,43.9,49.3,48.2,35.8,30.7,72.5,-10,NA,2008
NA,High Point,BSth,27,15,101,104,0.405,52.1,48.8,21,19.9,33.3,33.2,26.6,35.4,50.4,47.4,36.5,34.5,63.7,-9.6,NA,2008
NA,Lipscomb,ASun,30,15,98.3,101,0.404,50.1,48.6,21.1,20.1,31.9,29.6,41,38.6,48.8,45.5,35.1,35.9,68.5,-11,NA,2008
NA,Lafayette,Pat,30,15,104,107,0.4,53.2,50.2,23.6,24.2,34.2,38.2,41.9,41.2,47.9,48.1,39.7,36.4,70.5,-10,NA,2008
NA,Loyola Chicago,Horz,29,12,98.3,101,0.397,44.5,51,19.8,21.1,33.7,33.2,32.2,35.9,45.4,48.4,28.2,37.2,62.1,-11,NA,2008
NA,Louisiana Lafayette,SB,29,15,95.8,99.4,0.396,47.7,47.9,22.2,23.3,33.9,37.3,38.8,45,46,46.2,33.6,35.2,65.5,-9.4,NA,2008
NA,Colgate,Pat,32,18,96.4,100,0.396,49.9,47,24.3,22.2,33.5,35.3,37.9,35.4,46.8,45,38.2,33.8,65.8,-9.2,NA,2008
NA,Montana,BSky,28,14,104,108,0.395,54.4,51.2,19.4,18,28.2,31,33.6,36.4,51.9,50,38.8,36.1,64,-10,NA,2008
NA,Murray St.,OVC,29,18,102,105,0.393,54.3,49.7,21.5,20.1,32.7,32.6,37.2,41.8,53,48.5,38.4,34.5,65.7,-9.5,NA,2008
NA,Fort Wayne,Sum,29,13,98.1,102,0.389,50.6,50,20.2,18.4,20.1,31.8,39,37.2,49.4,49.7,35.4,34,68.3,-9.7,NA,2008
NA,Navy,Pat,30,16,99.6,103,0.386,48.3,48.2,21.1,24.2,32.6,34.9,34.5,43,44.9,48.1,35.1,32.2,75.3,-10,NA,2008
NA,St. Bonaventure,A10,30,8,103,108,0.377,48.5,52.9,21.4,19.5,31,33.4,34.9,32.8,46.8,51.8,34.2,36.2,67,-1,NA,2008
NA,Central Connecticut,NEC,30,14,102,107,0.375,51.8,52,21,19.6,36.3,33.4,28.9,22.4,50.9,50,35.7,37.1,64.6,-12,NA,2008
NA,Hofstra,CAA,30,12,96.3,101,0.362,48,47.1,23.6,18.9,33.9,30.6,35,38.7,47.3,45.6,33.3,33.4,69,-12,NA,2008
NA,Florida Atlantic,SB,33,15,100,105,0.362,51.1,51.6,22.8,19.8,30.8,29.5,53.4,37.5,49,50.2,37.4,35.9,70.6,-11,NA,2008
NA,Fairfield,MAAC,30,14,103,108,0.361,50,52.2,21.2,19.4,36.7,36.2,37.8,35.5,46.2,49.2,38.1,38.1,62.7,-1,NA,2008
NA,East Carolina,CUSA,27,11,102,108,0.357,48.6,50.5,21.2,19.8,31.8,39.8,40.8,42.8,43.1,49,38.3,36.2,67.2,-11,NA,2008
NA,Wofford,SC,28,16,103,108,0.357,49.2,52.9,19.4,17.3,31.9,32,38.4,32.2,45.1,52.3,37.5,36.1,63.4,-8.2,NA,2008
NA,Sacred Heart,NEC,32,18,99.1,104,0.353,50.2,50.1,20.4,23.7,30.8,35.6,27.9,40.8,49.6,49.5,34.2,34.2,70.3,-9.9,NA,2008
NA,Bowling Green,MAC,30,13,98.5,103,0.352,48.6,46.7,23,18.7,33.9,36.3,35,38.1,49.1,46.3,31.6,31.7,65.6,-10,NA,2008
NA,Boston University,AE,31,14,95.6,100,0.352,47.3,50.2,21.6,22.4,31,31.8,32.8,42,45.4,50.6,33.3,33,65.1,-1,NA,2008
NA,Youngstown St.,Horz,28,9,96.4,101,0.351,48,52.5,21.4,20.5,25.6,30.5,34.9,34.6,47.2,51.9,33.2,35.8,69.8,-12,NA,2008
NA,Evansville,MVC,29,9,95.6,100,0.349,46.8,52.5,22,21.4,28.8,32.4,38.4,39.3,42.6,51.1,38.9,36.5,64.8,-12,NA,2008
NA,Delaware,CAA,31,14,96.4,101,0.347,46.1,49.3,20.8,22.3,27.6,35.5,40.2,35.3,45.5,49.1,31.4,33.1,66.6,-10,NA,2008
NA,Southeastern Louisiana,Slnd,26,17,94.2,99.6,0.346,49.7,46.4,24.9,21.6,31.4,31.9,42.3,36.6,49.4,44.9,33.6,33.4,66,-8.5,NA,2008
NA,James Madison,CAA,30,13,101,107,0.345,51,54,23.6,23.3,36.6,35.5,40.7,39.5,49.9,53.4,35.9,36.9,70.6,-11,NA,2008
NA,Southern Utah,Sum,29,11,100,106,0.34,50.4,53.9,23.8,21.9,35,30.9,46.1,42.4,51,51.2,32.2,39.5,66.8,-12,NA,2008
NA,LIU Brooklyn,NEC,30,15,98.6,104,0.336,46.1,49.8,18.6,20.2,35.3,30.4,39.2,28,44.7,50.9,32.3,31.5,70.9,-11,NA,2008
NA,Binghamton,AE,30,14,97.8,103,0.336,48.6,50.4,20.9,22.1,34.8,35.1,31.3,40,47.8,50.1,33.5,33.9,64.5,-11,NA,2008
NA,Liberty,BSth,29,15,100,107,0.331,54.7,51.3,20.5,19.8,26.2,31.2,30.7,35,54.2,51.6,36.8,33.7,64.3,-11,NA,2008
NA,Hampton,MEAC,30,18,91.8,97.6,0.331,46.1,44.3,24.7,25.5,38.5,37,46.3,37.8,45.5,44.7,31.5,28.9,69,-7.6,NA,2008
NA,Alabama St.,SWAC,28,19,100,106,0.329,50.8,46.3,19.4,17.9,34.6,30.3,32.5,38.5,49.9,43.7,35.1,35,65.7,-7.2,NA,2008
NA,Utah Valley,ind,27,15,102,108,0.328,52.1,50.7,21,21,32.7,34.1,31.7,34,49.6,49.1,37.5,35.5,62.8,-1,NA,2008
NA,Hawaii,WAC,30,11,100,107,0.328,49,53.2,20.2,23.5,31,37.7,34.9,45.9,48.7,51.1,33.2,39.1,68.7,-13,NA,2008
NA,Jacksonville,ASun,30,18,100,107,0.328,49,51.5,23.5,22.9,38,35.5,43.2,36.7,49.5,51.9,32,34,67.8,-7.3,NA,2008
NA,Iona,MAAC,32,12,93.7,99.9,0.324,48.6,49.3,24.6,23.8,34.8,34,33.9,47,49.3,46.6,31.4,35.7,68.2,-13,NA,2008
NA,Ball St.,MAC,30,6,94.4,100,0.322,44,52.7,18.7,21.7,29.9,30.5,35.4,33.2,44,48.7,29.5,39.6,63,-16,NA,2008
NA,Tennessee St.,OVC,30,15,102,109,0.322,53,55.3,19.6,22.7,31.2,32.6,32.1,45.8,51.5,54.6,36.9,37.6,70.6,-12,NA,2008
NA,Manhattan,MAAC,31,12,100,107,0.321,48.3,53.8,19.8,21.8,32.6,32.8,38.5,43.4,45.9,51.8,35.4,38.7,67.9,-14,NA,2008
NA,Toledo,MAC,30,11,92.2,98.4,0.318,45.4,52,24,25.5,29.8,37.9,37.6,32.4,45.3,52.5,30.3,34.1,66.2,-10,NA,2008
NA,Wagner,NEC,31,23,95.1,102,0.307,49.2,47.1,21.8,19.9,36.6,30.4,36.2,34.2,50.2,46,31.3,32.6,69.7,-4.5,NA,2008
NA,Oregon St.,P10,30,6,93.9,100,0.306,41.7,52.6,18,19.3,33.1,32.9,27.1,39.8,40.9,51.4,28.9,36.9,67,-12,NA,2008
NA,Towson,CAA,31,13,97.7,105,0.301,47,50.4,17.6,20.6,28.7,32.6,30,36.3,45.5,48.4,32.9,35.9,67,-12,NA,2008
NA,Western Carolina,SC,30,10,96.7,104,0.301,46.3,51.6,22.2,22,36.4,33.9,24.2,42.8,42.7,51.6,34.8,34.4,65.8,-14,NA,2008
NA,Yale,Ivy,27,13,98.1,105,0.3,50.8,52.5,22.2,21.8,30.5,30.7,36,40,50.5,50.6,34.2,37.6,67.4,-9.5,NA,2008
NA,Denver,SB,29,11,96.1,103,0.297,53.7,50.9,25.1,22.6,22.3,35,38.1,40.4,55,50.4,34.7,34.8,57.4,-13,NA,2008
NA,Northern Colorado,BSky,27,12,97,104,0.297,49.2,52.3,24.8,22,34.1,29.3,42.1,38.9,47.8,49.8,34.5,37.5,70.2,-11,NA,2008
NA,Detroit,Horz,29,7,98.6,106,0.295,48.5,53.4,20.6,20.9,29.8,32.5,25.6,39.3,43.4,52.8,38.1,36.1,62.1,-15,NA,2008
NA,Eastern Washington,BSky,28,11,94.5,102,0.294,46.9,52.8,20.9,22.6,27.3,31.9,31.8,38.8,45.6,52.7,32.6,35.5,66.3,-12,NA,2008
NA,Troy,SB,29,12,102,110,0.29,48.7,54.2,17.8,22,27.4,38,31.6,27.8,45.5,53.8,34.7,36.5,72.6,-13,NA,2008
NA,Pepperdine,WCC,31,11,96.9,104,0.289,46.6,55.6,22.6,25,32.2,36.8,35.1,32.1,47.3,53,30.2,40.6,75.2,-12,NA,2008
NA,Hartford,AE,34,18,100,108,0.288,53.3,52.7,21.4,23.3,25.8,37.6,38.4,34.3,50.2,48.1,38.1,39.5,68.7,-10,NA,2008
NA,UMKC,Sum,30,11,98.6,106,0.287,48,54,20.6,22.2,30.6,34.4,35.3,51.2,41.6,51,37.8,40,67.8,-14,NA,2008
NA,Bucknell,Pat,31,12,93.9,101,0.286,48.8,48.1,24,21.1,29.8,33.1,36.2,40.9,47.7,48.1,33.7,32.1,64.1,-13,NA,2008
NA,Montana St.,BSky,28,15,102,110,0.285,50.7,52.3,20.3,20.1,32.4,30.2,37.6,44.2,48.8,51.2,36,36.3,68.2,-10,NA,2008
NA,Lehigh,Pat,29,14,93.9,101,0.284,46.1,48.9,20.2,21.7,29.2,31,37.3,37.2,43.8,43.6,35.2,40,66.4,-11,NA,2008
NA,Quinnipiac,NEC,30,15,102,111,0.281,51.2,50.9,21.1,17.5,35.7,29.3,33.4,37.2,48.5,49.1,39.2,36.3,68.5,-11,NA,2008
NA,McNeese St.,Slnd,26,13,94.4,102,0.281,46.1,45.8,25.9,18.3,36.3,31.5,34.1,41,44.9,42.4,32.5,35.2,67.2,-10,NA,2008
NA,Colorado St.,MWC,30,7,99.9,108,0.279,48.3,52.3,19.9,16,26.3,35,28.3,35.2,47.7,50.9,33,36.6,65.6,-14,NA,2008
NA,Georgia St.,CAA,30,9,96.7,105,0.278,47.9,52.3,23.5,21.3,36.1,30.6,32.3,43,44.5,52,37,35.3,64,-15,NA,2008
NA,Nicholls St.,Slnd,30,10,92.1,100,0.274,47.8,53.2,25.3,26.8,29.8,35.4,35.4,43.3,45.9,50.9,33.4,37.6,67,-13,NA,2008
NA,Tennessee Martin,OVC,31,17,103,112,0.274,51,52.8,19.6,18.7,33.4,34.4,33.6,28.4,50.7,53.1,34.3,34.9,70.5,-1,NA,2008
NA,Tennessee Tech,OVC,30,13,97.5,106,0.271,49.7,52,23.2,21.4,36.4,32,45.6,34.8,50.4,50.7,32.2,36.4,72.1,-14,NA,2008
NA,Northwestern St.,Slnd,29,14,97,105,0.27,48.5,52.9,25.2,23.6,32.8,34.2,34.4,46.4,47.9,51,33,37.7,74.4,-12,NA,2008
NA,UT Rio Grande Valley,ind,26,18,103,112,0.269,53.8,54.6,19,22.6,27.6,34.3,40.2,34.5,50.4,55.8,39.6,34.8,64.5,-9.6,NA,2008
NA,San Francisco,WCC,30,10,97.7,106,0.268,48.3,54.5,22.6,23.8,33,33.8,32.1,41.7,48,54.9,32.7,35.8,68.2,-13,NA,2008
NA,Texas St.,Slnd,26,13,99.4,108,0.265,47,53.9,21.6,24.1,36.6,34.8,42.8,56.9,43.3,56.4,36,32.5,80.3,-11,NA,2008
NA,FIU,SB,28,9,91.5,100,0.264,48.2,50.6,27,21.3,32.6,31.4,40.6,44.4,47.7,46.4,33.1,39.7,68.6,-1,NA,2008
NA,Western Illinois,Sum,28,12,96.6,105,0.263,46.6,51.2,20.7,20,31.9,33,42.4,49.5,44.2,49.9,35.2,36,67.9,-11,NA,2008
NA,Drexel,CAA,32,12,88.9,97.4,0.258,45.6,47.3,23.5,21.9,28.3,32.2,37.5,34.8,45,46.3,31.3,33,66.5,-14,NA,2008
NA,San Jose St.,WAC,32,13,96.4,105,0.253,46.5,51.5,22.2,18.1,37.8,31,37.5,31.4,46,50,32.2,36.4,68.6,-12,NA,2008
NA,Columbia,Ivy,28,14,94.8,104,0.252,48.8,48.5,21.9,19.2,28.7,29.5,34.5,40.8,48.2,49.9,33,30.8,63.8,-11,NA,2008
NA,Louisiana Monroe,SB,28,10,99.5,109,0.249,49.3,52.8,23.3,20,31.4,37.8,40.3,38.7,47.7,50.6,34.2,38.2,67.8,-13,NA,2008
NA,Northern Illinois,MAC,28,6,94.7,104,0.249,46.4,52.6,25.7,20.6,34.5,33.1,36.5,44.9,47.2,48,29.8,40.3,72,-15,NA,2008
NA,VMI,BSth,25,14,102,112,0.248,50.8,57.8,18.8,24.3,31.5,37.5,28.3,31,53.7,58.9,31.9,37.4,79.7,-11,NA,2008
NA,Arkansas St.,SB,28,10,102,112,0.247,51.3,56.9,20.8,21.8,31.5,35.2,31.8,39.9,47.3,53.2,40.1,42.2,66.6,-14,NA,2008
NA,Texas A&M Corpus Chris,Slnd,29,9,95,104,0.246,46.4,48,27.1,19.3,39.6,34.1,40.8,45.2,48,44.3,28.8,36.6,65.8,-14,NA,2008
NA,Army,Pat,30,14,88,97.1,0.245,48,48.8,24.4,26.8,27.6,33,30,43.4,48.5,46.4,31.3,34.6,65,-12,NA,2008
NA,Chicago St.,ind,25,10,99.8,110,0.244,49.9,53.2,22.6,20.6,31.5,38.3,29.7,36.5,48.6,49.8,34.8,40.3,73.3,-9.8,NA,2008
NA,South Dakota St.,Sum,28,8,97,107,0.241,48.4,51,23.4,17,36,31.7,37.1,40.7,48,47.2,33,41.5,66.4,-16,NA,2008
NA,Portland,WCC,30,9,95.8,106,0.235,48.2,52.3,23.4,19.1,32.5,28.2,29.1,41.6,47.7,49.5,32.7,38.3,65.3,-15,NA,2008
NA,SMU,CUSA,28,10,93.9,104,0.234,47.4,51,23.8,20,28.2,33.8,35,29.8,45.9,47.8,33.3,37.5,66.5,-12,NA,2008
NA,Saint Peter's,MAAC,30,6,93.9,104,0.226,47,49.1,22.6,19.3,35.1,35.5,31,39.1,44.3,47.7,34.8,34.8,69,-19,NA,2008
NA,Cal Poly,BW,29,12,93.2,104,0.221,45.8,52,19.3,20.9,28.9,31.1,33.2,38.6,48.1,48.5,28,38.8,67,-11,NA,2008
NA,Stetson,ASun,31,16,91.9,102,0.219,47,49.5,23.2,22.8,33,33.5,41.4,43.1,45.3,49.9,33.4,32.3,66.4,-11,NA,2008
NA,Centenary,Sum,30,10,96.9,108,0.218,49.3,53.7,21.9,22,27.5,36.1,37.9,46.7,45.7,53.2,37.7,36.4,69.4,-14,NA,2008
NA,New Hampshire,AE,28,9,95.4,106,0.218,47.1,52.8,19.7,22.1,30.3,30.6,33.5,39.1,39.7,49.6,37.3,39.3,67.2,-16,NA,2008
NA,Delaware St.,MEAC,28,12,99,110,0.217,48.3,54.4,19.2,22.1,31.8,36.6,25.8,36.1,46.6,55.4,34,35,57.5,-10,NA,2008
NA,Eastern Kentucky,OVC,28,14,96,107,0.211,52.1,55.3,20.7,23.6,24.8,33.5,26.2,33.5,50.5,52.9,35.9,39.9,61.9,-12,NA,2008
NA,Coastal Carolina,BSth,25,13,97.3,109,0.2,50.1,52.4,19.6,17.7,29.6,33.1,29.6,27.4,47.3,50.2,36,37.1,65.7,-11,NA,2008
NA,Penn,Ivy,31,13,95,107,0.194,47.5,52.2,22.5,20.9,32.5,33.1,40,40.1,47.3,48.9,31.9,39.8,70.2,-12,NA,2008
NA,UTSA,Slnd,26,13,92.8,105,0.193,46.6,54.1,23.2,27.1,29.9,38.1,40.7,41.5,44.6,54.7,33.3,35.2,64.6,-11,NA,2008
NA,Harvard,Ivy,30,8,97.4,110,0.19,50.1,52.1,22,19.3,31.6,35.1,36.6,29.3,51,52.2,32.1,34.5,69,-17,NA,2008
NA,Idaho,WAC,28,8,94.8,107,0.189,47.9,52.6,23.6,20.9,32.4,33.5,30.5,47.7,44.9,52.6,35.5,35,66.3,-14,NA,2008
NA,Mercer,ASun,29,11,95.5,108,0.187,48,49,20.4,18.8,34.5,36.5,35,28.3,48.2,46.5,31.6,35.7,72.5,-15,NA,2008
NA,Central Arkansas,Slnd,26,12,91,103,0.186,43.5,48.1,22.1,20.3,32.7,32.8,41.1,39.2,42.5,45,30.2,36.7,67.3,-12,NA,2008
NA,USC Upstate,ASun,28,7,91.2,103,0.184,46.2,51.3,22.8,22.9,28.2,36.1,37,40.4,44.7,50.8,32.5,34.8,66.1,-17,NA,2008
NA,UC Riverside,BW,29,9,92.6,105,0.182,45.9,53.1,23.8,20.3,31.7,27.7,39.8,43.8,46.2,51.1,30,37.6,63.8,-14,NA,2008
NA,Morehead St.,OVC,28,14,93,106,0.178,47.9,55.5,22.9,22.9,32.3,27.5,40,44.4,46.4,51.2,33.8,41.4,64.5,-10,NA,2008
NA,Furman,SC,30,7,92.7,106,0.174,47.3,52.9,21.8,19,25.8,32.7,29.4,28.8,45.5,52.7,33.2,35.5,66.3,-16,NA,2008
NA,Norfolk St.,MEAC,31,16,94.5,108,0.173,48.2,49.5,22,22.6,35.9,35.7,29.8,44.9,49.5,47,30.1,36.4,70.5,-1,NA,2008
NA,Idaho St.,BSky,29,11,94.4,108,0.173,47.5,51,23.5,18.9,32.2,35.6,35.4,40.7,47.9,47.6,31.1,37.3,62,-12,NA,2008
NA,Campbell,ASun,29,10,94.4,108,0.17,48.1,52.8,23.2,22.2,35.2,33,42.9,41.2,46.3,50.9,34.5,37.2,69.9,-16,NA,2008
16,Coppin St.,MEAC,35,15,91.5,105,0.169,43.5,50.4,22.2,24.9,31.7,38.3,36.6,39.9,42,49.1,32,34.9,63.9,-1,R68,2008
NA,Savannah St.,ind,27,12,85.5,98.1,0.169,44.3,48.7,28.9,25.2,32.4,34.7,37,54,40.7,47.2,36.9,34.8,68.4,-10,NA,2008
NA,Stony Brook,AE,30,7,91.2,104,0.166,43.8,50.5,20.3,22.9,35.6,35.8,31.4,39.8,41.6,47.7,33.1,36.1,64.3,-18,NA,2008
NA,Rice,CUSA,30,3,85.9,98.9,0.165,41.2,48.5,27.7,22.6,34.1,35.3,39,43,41.3,47.5,27.3,33.6,67.4,-1,NA,2008
NA,Presbyterian,ind,27,2,94.1,108,0.165,50,57.8,25,22,26,34.6,25.5,31.3,45.8,57,36,39.6,61.4,-15,NA,2008
NA,Samford,OVC,28,14,95.4,110,0.161,54.8,51.3,22.9,18.6,23.4,32.7,32,28.7,58.1,49.8,34.6,35.9,56.7,-12,NA,2008
NA,St. Francis NY,NEC,29,7,91.1,105,0.159,46.1,53,22.7,22.5,34.5,30.5,32.4,34.1,46,52.9,30.8,35.6,69.8,-18,NA,2008
NA,Radford,BSth,28,10,93.9,108,0.156,47.3,52.5,23.7,18.2,33.5,33.2,41.2,39.5,47,50.4,32,37,70.1,-14,NA,2008
NA,Florida A&M,MEAC,30,14,92.8,107,0.155,47.2,51.8,22.2,22.7,28.8,36.3,31.5,33,44.4,52.4,34.6,33.8,68.2,-11,NA,2008
NA,Monmouth,NEC,31,7,91.2,105,0.152,47,50.2,22.2,22.7,24.8,37.2,30.8,42.8,46.1,50.6,32.1,33.1,62.7,-19,NA,2008
NA,Long Beach St.,BW,31,6,94.4,109,0.15,49.3,52.9,24.5,19.2,28.1,33.6,35.2,31.4,47.3,51.4,35.1,37,64.8,-19,NA,2008
NA,Canisius,MAAC,31,6,92.9,108,0.15,46.4,50.1,23.4,17.5,34.2,37.5,27.9,40.5,43.7,48.1,33.7,35.8,66,-19,NA,2008
NA,Princeton,Ivy,27,6,92.1,107,0.148,49.1,52,23.6,20.1,27.6,31.6,28.2,42.3,50.4,53.3,31.7,32.7,60.6,-18,NA,2008
NA,Kennesaw St.,ASun,29,10,92.9,108,0.147,46.3,52.4,24.6,26.7,36.5,41.7,36.2,41.7,46.1,52.9,31,34.1,70.5,-16,NA,2008
NA,Fairleigh Dickinson,NEC,28,8,97.5,113,0.145,49.1,52.9,20.1,17.1,27.4,37.6,37.2,28.3,46.2,49.6,35.5,40.6,69,-15,NA,2008
16,Mississippi Valley St.,SWAC,31,17,89.7,104,0.145,43.4,49.8,21.7,22.8,32.2,34.6,40.3,36.9,40.7,50.9,34.2,31.6,64.9,-1,R64,2008
NA,Southeast Missouri St.,OVC,29,12,94.4,110,0.143,50.2,51.2,23.5,20,32.9,34,39.5,43.9,49.5,48.9,34.5,36.7,76.5,-14,NA,2008
NA,Florida Gulf Coast,ASun,31,10,92.5,108,0.141,47.7,53.8,25,23.6,35.5,35.6,33.6,36.2,45.7,51.7,34.2,38.1,69.6,-15,NA,2008
NA,North Carolina A&T,MEAC,27,15,93.9,110,0.133,50.4,51.4,25.2,19.9,31.6,33.6,42.1,31.6,50.7,53.5,33.3,32.2,69.6,-10,NA,2008
NA,St. Francis PA,NEC,28,6,94.7,111,0.131,46.6,53.4,23.1,18.9,32.5,32.5,38.3,32.9,44.4,52.6,33.5,36.7,63.4,-18,NA,2008
NA,Charleston Southern,BSth,26,9,97.4,114,0.13,49.2,54.5,20.5,17.2,30.7,33.3,26.2,35.8,45,55.8,36.7,35,70.3,-15,NA,2008
NA,Dartmouth,Ivy,27,10,90.6,107,0.128,45.7,53.1,20.6,20.9,31.3,33.1,27.3,41.1,45.5,53.2,31,35.2,66.7,-14,NA,2008
